Geographic Level,Industry,Location,qid,label,DensityLog,FundingMedian,SuccessRate,RecentGrowth,N,Success_n,Growth_n
City,3D Printing,Suzhou,0,0.5314600956707733,0.5849625007211564,-0.25,0.0,0.0,0.5,0.5,0.0
City,3D Printing,Untersiggenthal,0,0.5314600956707733,0.5849625007211564,-0.25,0.0,0.0,0.5,0.5,0.0
City,3D Printing,Valencia,0,0.5314600956707733,0.5849625007211564,-0.25,0.0,0.0,0.5,0.5,0.0
City,3D Printing,Acton,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Balzers,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Bangor,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Belfast,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Brugg,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Darmstadt,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Fremont,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Jyllinge,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Lima,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Medford,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Munster,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Scarborough,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Vilnius,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Virginia,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Washington,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Yarnton,0,0.525,0.0,1.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Delhi,0,0.51062676233744,0.5849625007211564,-0.5,0.0,0.0,0.5,0.5,0.0
City,3D Printing,Rome,0,0.51062676233744,0.5849625007211564,-0.5,0.0,0.0,0.5,0.5,0.0
City,3D Printing,Antwerp,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Bangalore,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Bangkok Metropolis,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Barlassina,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Columbus,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Dallas,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,El Segundo,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Eschlikon,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Florianópolis,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Guangdong,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Hamburg,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Hennigsdorf,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Houston,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Irvine,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kagithane,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Little Silver,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Loos,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Louisville,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Madrid,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Minnetonka,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Rockville,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Shinjuku,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,South Pasadena,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Stuttgart,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Tallahassee,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Tunis,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Unterpleichfeld,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Utrecht,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Villejuif,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Wellington,0,0.4833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Sheffield,0,0.4439600956707733,0.5849625007211564,0.5,-0.5,0.0,0.5,0.5,0.0
City,3D Printing,Aalborg,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Alexandria,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Armilla,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Bayonne,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Beersheba,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Bern,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Bozeman,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Braine-L'Alleud,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Buenos Aires,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Burnley,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Cambridge,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Cizur Menor,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Columbia,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Dammam,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Dayton,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Durango,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Espoo,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Geldermalsen,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Helston,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Huntingdon,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kilcoole,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kokhav Ya'Ir,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kraków,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kusatsu,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Lacombe,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Lahti,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Laramie,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Lisbon,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Liège,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Longueuil,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Mong Kok,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Montreal,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Ozalj,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Pelotas,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Pudong,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Raleigh,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Redondo Beach,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Setagaya,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Taipei,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Tehran,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Torino,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Trail,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Tralee,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,West Jordan,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Wroclaw,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Yokohama,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Yoqne`Am `Illit,0,0.4416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Hyderabad,0,0.4231267623374399,0.5849625007211564,0.25,-0.5,0.0,0.5,0.5,0.0
City,3D Printing,College Station,0,0.4022934290041067,0.5849625007211564,0.0,-0.5,0.0,0.5,0.5,0.0
City,3D Printing,Anglet,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Bethesda,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Biddeford,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Brussels,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Calgary,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Calverton,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Canberra,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Cardiff,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Charlotte,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Chatham,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Chennai,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Concepcion,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Copenhagen,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Dalian Shi,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Daytona Beach,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Deggendorf,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Denver,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Dublin,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Dundas,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Evanston,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Frösön,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Geleen,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Hamamatsucho,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Hanoi,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Hanover,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Hong Kong,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Italy,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Izumo,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Katwijk,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kaunas,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kfar Saba,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Konstanz,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kozerki,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Krailling,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Las Vegas,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Lille,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Lugano,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Maastricht,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Malmö,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Minas Gerais,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Modi'In,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Montebelluna,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,New Delhi,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Odessa,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Orlando,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Pennsylvania Furnace,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Prerov,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Providencia,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,River Forest,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Rostock,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Roubaix,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Ruian,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Sadat City,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,San Antonio,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Shah Alam,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Shunyi,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,South Molton,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Spino D'Adda,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Sumida,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,São Paulo,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Taoyüan,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Valparaiso,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Vaughan,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Villeurbanne,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Vitacura,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Värnamo,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Windsor,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Yenimahalle,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Zhuhai,0,0.4,0.0,-0.5,0.0,0.0,0.0,0.0,0.0
City,3D Printing,Kitchener,0,0.3891176993415075,1.0,-0.5,-0.6666666666666667,0.0,1.0,1.0,0.0
City,3D Printing,Tokyo,0,0.36062676233744,0.5849625007211564,-0.5,-0.5,0.0,0.5,0.5,0.0
